"","term","best","auc","anova_p_value","is_sig","is_best","tsm_C","tsm_P","p_adj_overall","is_sig_overall"
"HP:0000232","Everted lower lip vermilion","ACC",0.736071757268464,9.70187125732738e-08,TRUE,TRUE,0.188023822019524,3.89400422986755e-06,3.32646194769318e-05,TRUE
"HP:0000233","Thin vermilion border","UCEC",0.713359110476501,1.45728771740984e-20,TRUE,TRUE,0.28762654032451,9.35130896653992e-09,1.64667297393102e-07,TRUE
"HP:0000234","Abnormality of the head","UCEC",0.676559182579996,2.12163879917328e-157,TRUE,TRUE,0.378534153543277,1.13994189685289e-47,5.54467738629244e-44,TRUE
"HP:0000235","Abnormality of the fontanelles or cranial sutures","UCEC",0.695260822563178,1.20647432589105e-27,TRUE,TRUE,0.279983115183776,2.17996664166556e-10,5.60694592864581e-09,TRUE
"HP:0000236","Abnormality of the anterior fontanelle","DLBC",0.739081539737523,1.51453079104704e-10,TRUE,TRUE,0.274897335749412,1.59773096737221e-06,1.55323719359729e-05,TRUE
"HP:0000238","Hydrocephalus","UCEC",0.679927122361603,2.77534861661569e-25,TRUE,TRUE,0.425178734158121,3.3002841130638e-15,2.0093635234142e-13,TRUE
"HP:0000239","Large fontanelles","DLBC",0.682061836975233,3.3909803270931e-10,TRUE,TRUE,0.269998823563676,6.73855764340627e-08,9.62123611864818e-07,TRUE
"HP:0000240","Abnormality of skull size","UCEC",0.688870001269571,3.45403113727432e-84,TRUE,TRUE,0.389839312113607,2.9241663683613e-26,1.00793942473531e-23,TRUE
"HP:0000245","Abnormality of the paranasal sinuses","UCEC",0.660233649279978,0.00028533030395737,TRUE,TRUE,0.225323476568903,1.30495262730125e-05,9.45475111101283e-05,TRUE
"HP:0000246","Sinusitis","UCEC",0.653039058326517,0.00611898726344922,TRUE,TRUE,0.209004468098656,0.000145666708487453,0.000726110889404093,TRUE
"HP:0000248","Brachycephaly","UCEC",0.750910797942637,1.26685639927267e-20,TRUE,TRUE,0.244829269295284,6.06375151557437e-07,6.65613807286318e-06,TRUE
"HP:0000252","Microcephaly","UCEC",0.68238048908376,4.41618994221699e-54,TRUE,TRUE,0.276857259220384,1.55019883306133e-14,8.46153417906395e-13,TRUE
"HP:0000253","Progressive microcephaly","LUSC",0.643906930743731,0.0115947371512948,FALSE,FALSE,-0.0981134588879586,0.514695143078377,0.619331901687714,FALSE
"HP:0000256","Macrocephaly","UCEC",0.696790711983966,7.71823424405105e-31,TRUE,TRUE,0.364697014137988,2.36588311003591e-11,7.38722532274835e-10,TRUE
"HP:0000260","Wide anterior fontanel","DLBC",0.763131891681231,2.21420175706448e-10,TRUE,TRUE,0.31109614116148,1.15029457799439e-07,1.54748910406522e-06,TRUE
"HP:0000268","Dolichocephaly","STAD",0.683056306102103,3.436373407337e-08,TRUE,TRUE,0.284661530505461,1.7299490068325e-05,0.000120551174344316,TRUE
"HP:0000270","Delayed cranial suture closure","CESC",0.743396235087788,2.11507695189302e-09,TRUE,TRUE,0.318654460633576,6.57485627714182e-05,0.000372102014722896,TRUE
"HP:0000271","Abnormality of the face","UCEC",0.682293252019973,2.59892009470481e-154,TRUE,TRUE,0.394295757434617,1.19219400567943e-48,6.52368559907786e-45,TRUE
"HP:0000272","Malar flattening","STAD",0.732105674637733,1.71685779115495e-22,TRUE,TRUE,0.297149552727563,3.75371574515504e-07,4.38193761226419e-06,TRUE
"HP:0000274","Small face","UCEC",0.780506203287241,1.67668267788007e-13,TRUE,TRUE,0.246756859546433,3.86125794807024e-06,3.3007308716017e-05,TRUE
"HP:0000275","Narrow face","UCEC",0.804405264215493,4.50470272825532e-12,TRUE,TRUE,0.258360852177884,2.87504977557491e-06,2.56382519811707e-05,TRUE
"HP:0000276","Long face","UCEC",0.709358807096559,1.61537206026682e-15,TRUE,TRUE,0.370322299306934,8.65033324864913e-10,1.9399435875659e-08,TRUE
"HP:0000277","Abnormality of the mandible","UCEC",0.70134463170685,1.25368103456428e-63,TRUE,TRUE,0.392225854071044,2.53625468638769e-21,4.12740093499284e-19,TRUE
"HP:0000278","Retrognathia","UCEC",0.667551136078602,1.37875670687304e-08,TRUE,TRUE,0.196381087355071,4.37524635711911e-05,0.000264253289913419,TRUE
"HP:0000280","Coarse facial features","UCEC",0.704983041834458,6.47734065100417e-14,TRUE,TRUE,0.266296836699491,2.49154141449338e-07,3.04493905530045e-06,TRUE
"HP:0000286","Epicanthus","UCEC",0.720988495636362,3.74469844623863e-39,TRUE,TRUE,0.315850195631427,2.25494295905775e-12,8.58368547614887e-11,TRUE
"HP:0000288","Abnormality of the philtrum","STAD",0.731254787078661,4.94156419677314e-41,TRUE,TRUE,0.323878348624343,5.86954684647126e-12,2.08052860527228e-10,TRUE
"HP:0000290","Abnormality of the forehead","UCEC",0.705827254419659,1.06679918055234e-70,TRUE,TRUE,0.446278468592853,2.19680488363428e-25,6.67828684624821e-23,TRUE
"HP:0000293","Full cheeks","UCEC",0.69280311110811,7.98293416467112e-08,TRUE,TRUE,0.278532366664333,3.7632590092508e-07,4.39190686187584e-06,TRUE
"HP:0000294","Low anterior hairline","TGCT",0.78958596191206,6.58753094292834e-10,TRUE,TRUE,0.175888215575648,5.78518287576556e-05,0.000333709534285826,TRUE
"HP:0000301","Abnormality of facial musculature","UCEC",0.719626779992757,2.20037823041571e-19,TRUE,TRUE,0.221399705237887,7.02558941056565e-07,7.55842226682039e-06,TRUE
"HP:0000303","Mandibular prognathia","UCEC",0.723405342995547,3.68060679187971e-13,TRUE,TRUE,0.29007888002501,2.70217882544274e-07,3.27221522164817e-06,TRUE
"HP:0000306","Abnormality of the chin","UCEC",0.742575860704805,4.64242314999825e-29,TRUE,TRUE,0.350554764667773,1.28546937340709e-10,3.46720316021373e-09,TRUE
"HP:0000307","Pointed chin","CESC",0.783993011627139,7.49808967873677e-09,TRUE,TRUE,0.267716665269923,0.000306264866523861,0.001351380989512,TRUE
"HP:0000309","Abnormality of the midface","STAD",0.717272501687574,2.33739426957771e-42,TRUE,TRUE,0.371086848881785,1.50415740528537e-14,8.25137776613688e-13,TRUE
"HP:0000311","Round face","UCEC",0.787940384890298,2.55409591906741e-13,TRUE,TRUE,0.316610252443537,1.17462527736452e-07,1.57489727846583e-06,TRUE
"HP:0000315","Abnormality of the orbital region","UCEC",0.686484515593774,3.71566034841489e-103,TRUE,TRUE,0.368199813243304,9.8436112695097e-32,7.30362588023825e-29,TRUE
"HP:0000316","Hypertelorism","UCEC",0.700244454103403,1.47879247393931e-51,TRUE,TRUE,0.406082302674643,2.38880181639511e-19,2.95401661905402e-17,TRUE
"HP:0000319","Smooth philtrum","UCEC",0.771340340501676,7.8571793349116e-13,TRUE,TRUE,0.289833952318218,3.9126825535075e-07,4.54568979464821e-06,TRUE
"HP:0000322","Short philtrum","STAD",0.726803956307374,3.15883981607014e-10,TRUE,TRUE,0.311813607644458,4.26624939464428e-06,3.60678511973634e-05,TRUE
"HP:0000324","Facial asymmetry","UCEC",0.703997568609086,6.48113386096665e-14,TRUE,TRUE,0.395303295340065,1.7034783196963e-09,3.56460166936067e-08,TRUE
"HP:0000325","Triangular face","COAD",0.712782329244484,1.0582834131735e-08,TRUE,TRUE,0.245179776658067,1.42444628996694e-05,0.000101856518767711,TRUE
"HP:0000326","Abnormality of the maxilla","STAD",0.747829907987885,3.52044243222297e-16,TRUE,TRUE,0.37163390820398,3.4797575611865e-07,4.09709163524745e-06,TRUE
"HP:0000327","Hypoplasia of the maxilla","STAD",0.737404925751588,1.64383861270107e-13,TRUE,TRUE,0.346848428399399,1.9363031364543e-06,1.8303521075669e-05,TRUE
"HP:0000337","Broad forehead","TGCT",0.735666002873774,8.53794456686865e-11,TRUE,TRUE,0.185569722547056,8.47834013257738e-06,6.54466262817329e-05,TRUE
"HP:0000340","Sloping forehead","UCEC",0.711530227394556,9.36328470688828e-08,TRUE,TRUE,0.236699676224648,1.94024644928868e-06,1.83328790339006e-05,TRUE
"HP:0000341","Narrow forehead","STAD",0.722201630279199,4.91665836482743e-06,TRUE,TRUE,0.341704901560278,8.2197296742118e-06,6.36636387505831e-05,TRUE
"HP:0000343","Long philtrum","STAD",0.749303467596739,2.28174606723148e-31,TRUE,TRUE,0.322766119940883,6.13126664952373e-09,1.13011506884021e-07,TRUE
"HP:0000347","Micrognathia","UCEC",0.70185074229413,1.95297663158346e-52,TRUE,TRUE,0.37929550888915,5.21398875101174e-18,5.15231538519842e-16,TRUE
"HP:0000348","High forehead","COAD",0.704077051966556,2.58045932451513e-11,TRUE,FALSE,0.187075530057461,0.000176314534203974,0.000852915064617057,TRUE
"HP:0000356","Abnormality of the outer ear","UCEC",0.694938490042768,2.35751346577371e-78,TRUE,TRUE,0.414887949017968,1.4232515752498e-26,5.28002211509621e-24,TRUE
"HP:0000357","Abnormal location of ears","UCEC",0.701371358545578,4.24480654729635e-50,TRUE,TRUE,0.332660163601627,9.9802223904627e-16,6.77355372658752e-14,TRUE
"HP:0000358","Posteriorly rotated ears","UCEC",0.685676890552397,2.87541983101813e-22,TRUE,TRUE,0.251757277704208,1.3615235908178e-08,2.31824413503072e-07,TRUE
"HP:0000359","Abnormality of the inner ear","UCEC",0.652550155305747,5.060942329009e-42,TRUE,TRUE,0.280578777252184,3.30906448083558e-15,2.01191120434803e-13,TRUE
"HP:0000363","Abnormality of earlobe","UCEC",0.696482661964983,1.22054627924058e-07,TRUE,TRUE,0.28114738014948,6.4617062292763e-07,7.04001124670978e-06,TRUE
"HP:0000364","Hearing abnormality","UCEC",0.657489560453434,4.52881944462505e-64,TRUE,TRUE,0.347115950053775,1.0320504563462e-24,2.80266811055489e-22,TRUE
"HP:0000365","Hearing impairment","UCEC",0.657120149375697,3.86519178618448e-63,TRUE,TRUE,0.342647663708569,6.12057801984171e-24,1.47216716151973e-21,TRUE
"HP:0000366","Abnormality of the nose","UCEC",0.686547166546665,1.78520724128947e-100,TRUE,TRUE,0.430531184020206,4.4656620988695e-36,6.51629413467038e-33,TRUE
"HP:0000368","Low-set, posteriorly rotated ears","UCEC",0.670895045552804,1.3100192903366e-11,TRUE,TRUE,0.226876343442367,9.1982301879469e-07,9.54853508910513e-06,TRUE
"HP:0000369","Low-set ears","UCEC",0.701089310645177,1.24066523987029e-46,TRUE,TRUE,0.325945187217082,8.10151041448321e-15,4.63597019482898e-13,TRUE
"HP:0000370","Abnormality of the middle ear","UCEC",0.671096775700997,2.87124738742309e-22,TRUE,TRUE,0.255601587520029,1.46431121126662e-09,3.11475644239103e-08,TRUE
"HP:0000372","Abnormality of the auditory canal","CESC",0.759187261402532,3.50797523201084e-10,TRUE,TRUE,0.264127584145929,0.000306752278679724,0.00135312250619544,TRUE
"HP:0000377","Abnormality of the pinna","UCEC",0.705744969392766,3.52064320815144e-59,TRUE,TRUE,0.466199438648768,5.54935796153832e-24,1.35313764187064e-21,TRUE
"HP:0000383","Abnormality of periauricular region","STAD",0.778324442544267,5.93499333783219e-14,TRUE,TRUE,0.348515665084949,5.30336790462569e-06,4.35001374166937e-05,TRUE
"HP:0000388","Otitis media","UCEC",0.679523342326927,6.79167866409743e-11,TRUE,TRUE,0.251356000459751,4.36312419489561e-07,4.979148194884e-06,TRUE
"HP:0000389","Chronic otitis media","DLBC",0.703138702603255,7.2488280871631e-06,TRUE,TRUE,0.242396394695684,7.2630200721112e-05,0.000403894774741794,TRUE
"HP:0000400","Macrotia","UCEC",0.743633687117268,1.09194873607725e-24,TRUE,TRUE,0.450034737264982,3.38377487943921e-14,1.74268387202742e-12,TRUE
"HP:0000403","Recurrent otitis media","UCEC",0.657162731078876,0.000764187941659118,TRUE,TRUE,0.223005126992985,4.70964496827729e-05,0.000280747226562301,TRUE
"HP:0000405","Conductive hearing impairment","STAD",0.676532092980824,1.59963389143778e-16,TRUE,TRUE,0.310832382137595,4.16889196468879e-08,6.29084504123462e-07,TRUE
"HP:0000407","Sensorineural hearing impairment","UCEC",0.648329569517731,1.36367291599852e-32,TRUE,TRUE,0.246179136193789,1.00368847829464e-11,3.39810261607318e-10,TRUE
"HP:0000411","Protruding ear","CESC",0.724852950931963,9.49515657100945e-14,TRUE,TRUE,0.322777263646285,3.91347367382607e-06,3.33884668769071e-05,TRUE
"HP:0000414","Bulbous nose","STAD",0.745037347005136,4.71242633678625e-10,TRUE,TRUE,0.326320637579267,3.1188733740529e-06,2.74711872882374e-05,TRUE
"HP:0000415","Abnormality of the choanae","UCEC",0.692056810352224,6.71861429032012e-08,TRUE,TRUE,0.221871831286037,1.49189002786406e-05,0.000105927684242237,TRUE
"HP:0000421","Epistaxis","UCEC",0.676055085958827,0.00563767637141445,TRUE,TRUE,0.202581748431325,0.000438975055796998,0.0018223396910924,TRUE
"HP:0000422","Abnormality of the nasal bridge","STAD",0.694764789060439,5.17785564383757e-61,TRUE,TRUE,0.354517714627584,1.29457318500483e-20,1.87653098499244e-18,TRUE
"HP:0000426","Prominent nasal bridge","UCEC",0.700258247403099,1.81557157322707e-11,TRUE,TRUE,0.25021146741195,5.21508238371004e-07,5.82534948786146e-06,TRUE
"HP:0000429","Abnormality of the nasal alae","UCEC",0.703762682169298,4.38876204051671e-46,TRUE,TRUE,0.397683998632153,3.76138800296553e-18,3.80273721057319e-16,TRUE
"HP:0000430","Underdeveloped nasal alae","STAD",0.73827652245621,5.64625287310808e-10,TRUE,TRUE,0.373507143285179,1.83785649112438e-06,1.75088810162334e-05,TRUE
"HP:0000431","Wide nasal bridge","UCEC",0.692894877384532,4.03614186451823e-32,TRUE,TRUE,0.308771509735991,6.09882489990281e-12,2.15134696871995e-10,TRUE
"HP:0000436","Abnormality of the nasal tip","UCEC",0.759528429907231,2.94898495329244e-23,TRUE,TRUE,0.295123470390233,1.10670559493974e-08,1.92174312273233e-07,TRUE
"HP:0000444","Convex nasal ridge","STAD",0.731365331609298,9.67354450026031e-06,TRUE,FALSE,0.258273912044949,0.00372577427084332,0.0108601287308421,TRUE
"HP:0000445","Wide nose","STAD",0.721752998758783,2.54731908231205e-08,TRUE,TRUE,0.301388864381554,5.51613610546696e-05,0.00032115224651273,TRUE
